username;created_at;full_text;label
OjolNyambi;Tue Jan 28 02:33:02 +0000 2025;DARIPADA DIJAJAH OLEH OLIGARKI LEBIH BAIK REVOLUSI !! AYO REVOLUSI !!! REBUT KEMBALI KEDAULATAN NKRI !!! #BersatuTumbangkanAguan #JokoWidodoPengkhianat #GantungJokowi #MakzulkanGibranSegera https://t.co/Fq2cDiCmbZ;intoleran
OjolNyambi;Tue Jan 28 02:06:37 +0000 2025;AYO REVOLUSI !! GANTUNG JOKOWI !!! #BersatuTumbangkanAguan #BersatuTumbangkanAguan;intoleran
OjolNyambi;Tue Jan 28 02:01:30 +0000 2025;ANJING ANJING OLIGARKI PENGKHIANAT NEGARA !! BASMI SEGERA !!! #BersatuTumbangkanAguan #BersatuTumbangkanAguan;intoleran
OjolNyambi;Tue Jan 28 01:51:53 +0000 2025;AYO REVOLUSI ! TUMBANGKAN AGUAN DAN OLIGARKI !! GANTUNG JOKOWI !!! #BersatuTumbangkanAguan #BersatuTumbangkanAguan https://t.co/6fjapvmOa0;intoleran
OjolNyambi;Mon Jan 27 14:15:50 +0000 2025;ANJING ANJING TERNAKAN OLIGARKI MULAI MENGGONGGONG BERISIK TAPI YANG PERLU DICATAT : SUARA GONGGONGAN ANJING ANJING ITU TAK ADA YANG MERDU YANG PENTING ASAL KEBAGIAN TULANG GONGGONGAN SEMAKIN KENCANG #AguanRasis #JokoWidodoPengkhianat #GantungJokowi #MakzulkanGibranSegera;intoleran
OjolNyambi;Mon Jan 27 11:18:46 +0000 2025;SDANYA DISIKAT HUTANNYA DIBABAT RAKYATNYA MELARAT KEPARAT BANGSAT !!! #AguanRasis #JokoWidodoPengkhianat #GantungJokowi #MakzulkanGibranSegera;intoleran
OjolNyambi;Mon Jan 27 11:12:18 +0000 2025;DULU SERAKAH SEKARANG JUGA SERAKAH ! SEKALI PENGKHIANAT TETAP PENGKHIANAT !! REVOLUSI GANYANG ABIS PENGKHIANAT NKRI !!! #AguanRasis #JokoWidodoPengkhianat #GantungJokowi #MakzulkanGibranSegera;intoleran
OjolNyambi;Mon Jan 27 10:25:18 +0000 2025;TANGKAP JOKOWI !! HUKUM MATI !!! #AguanRasis #JokoWidodoPengkhianat #GantungJokowi #MakzulkanGibranSegera;intoleran
OjolNyambi;Mon Jan 27 08:47:45 +0000 2025;HUKUMAN YANG TEPAT BAGI PENGKHIANAT NEGARA ADALAH HUKUMAN MATI !! NO KOMPROMI !!! GOBLOK #AguanRasis #JokoWidodoPengkhianat #GantungJokowi #MakzulkanGibranSegera;intoleran
OjolNyambi;Mon Jan 27 08:44:55 +0000 2025;JANGAN BUANG BUANG DUIT NEGARA UNTUK MEMELIHARA PENGKHIANAT DIPENJARA LEBIH BAIK DIHUKUM MATI SAJA #AguanRasis #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Mon Jan 27 08:34:52 +0000 2025;AYO REVOLUSI !! GANYANG DAN GANTUNG DINASTI JOKOWI !!! #AguanRasis #JokoWidodoPengkhianat #GantungJokowi #MakzulkanGibranSegera;intoleran
OjolNyambi;Mon Jan 27 07:48:18 +0000 2025;DIA PASTI TERLIBAT ! DIA PASTI PENGKHIANAT !! SIKAT DAN LUMAT DENGAN REVOLUSI !!! GANTUNG PENGKHIANAT NEGARA !!! #AguanRasis #JokoWidodoPengkhianat #GantungJokowi #MakzulkanGibranSegera;intoleran
OjolNyambi;Mon Jan 27 07:33:06 +0000 2025;REVOLUSI JALAN TERBAIK MENYELAMATKAN NKRI HANCURKAN OLIGARKI !! GANYANG ANJING ANJING PENGKHIANAT NEGARA YANG TELAH MENJUAL NEGARA INI KE OLIGARKI DAN CHINA !!! #AguanRasis #JokoWidodoPengkhianat #GantungJokowi #MakzulkanGibranSegera;intoleran
OjolNyambi;Mon Jan 27 04:59:30 +0000 2025;GANTUNG JOKOWI DAN AGUAN !!! #AguanRasis #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Mon Jan 27 04:56:29 +0000 2025;GANYANG PENGKHIANAT YANG MEMBANTU OLIGARKI MERAMPAS TANAH RAKYAT !!! #AguanRasis #JokoWidodoPengkhianat #GantungJokowi #MakzulkanGibranSegera;intoleran
OjolNyambi;Mon Jan 27 04:27:41 +0000 2025;SUDAH SEHARUSNYALAH PRIBUMI JADI TUAN DINEGERI SENDIRI TAPI KENAPA DIAM SAJA DIPERBUDAK DAN DIJAJAH OLEH OLIGARKI ?!?! AYO REVOLUSI !! GANYANG OLIGARKI !!! #AguanRasis #JokoWidodoPengkhianat #MakzulkanGibranSegera https://t.co/nsrdtkLM4n;intoleran
OjolNyambi;Mon Jan 27 03:54:49 +0000 2025;OLIGARKI ANJING ! ANJING OLIGARKI ! SAMA SAMA ANJING !! BASMI DENGAN REVOLUSI !!! MAKA SELAMATLAH NKRI #AguanRasis #AguanRasis https://t.co/wd2DLbn7EJ;intoleran
OjolNyambi;Mon Jan 27 03:49:11 +0000 2025;LU TELAT NGOMONG !! FUFUFAFA UDAH DULUAN NGOMONG KROTO DARI KEMAREN KEMAREN... #AguanRasis #AguanRasis https://t.co/eFvne9Kauv;intoleran
OjolNyambi;Mon Jan 27 01:02:21 +0000 2025;HANCURKAN OLIGARKI ! MERDEKA SEKALI LAGI DARI PENJAJAHAN OLIGARKI DAN ANJING ANJING TERNAKANNYA !! REVOLUSI !!! #AguanRasis #AguanRasis;intoleran
OjolNyambi;Sun Jan 26 08:56:02 +0000 2025;PUNYA SEDERETAN MOBIL MEWAH DIKAWAL BODYGUARD DAN SEKARANG MENYOGOK RAKYAT 15 JT UNTUK TUTUP MULUT MASALAH PAGAR LAUT CUMA KADES PANGKATNYA KADES PENGKHIANAT !!! #GugatPailitAgungSedayu #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Sun Jan 26 08:50:11 +0000 2025;KEKAYAAN YANG DIPAMERKAN MEMBUKA DENGAN TELANJANG MATA BOROKNYA !! TANGKAP KADES KOHOD !!! #GugatPailitAgungSedayu #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Sun Jan 26 08:30:34 +0000 2025;TANGKAP DAN ADILI BAPAK DAN ANAK PEMALSU DOKUMEN !! KLO HUKUM TAK BERNYALI AYO REVOLUSI !!! #GugatPailitAgungSedayu #JokoWidodoPengkhianat #MakzulkanGibranSegera https://t.co/2OHQ6i4osD;intoleran
OjolNyambi;Sun Jan 26 06:55:59 +0000 2025;GANYANG JOKOWI ! HANCURKAN DINASTI JOKOWI !! AYO REVOLUSI !!! #GugatPailitAgungSedayu #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Sun Jan 26 05:56:25 +0000 2025;AYO REVOLUSI GANYANG JOKOWI !!! #GugatPailitAgungSedayu #JokoWidodoPengkhianat #MakzulkanGibranSegera https://t.co/NsoxLCzhLC;intoleran
OjolNyambi;Sun Jan 26 02:39:20 +0000 2025;TANGKAP SEGERA KADES KOHOD !!! #GugatPailitAgungSedayu #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Sun Jan 26 02:12:16 +0000 2025;USIR TKA CHINA !!! #GugatPailitAgungSedayu #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Sun Jan 26 01:02:10 +0000 2025;HUKUM MATI JOKOWI HARGA MATI !!! #GugatPailitAgungSedayu #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Sun Jan 26 01:01:06 +0000 2025;TANGKAP AGUAN !! GANTUNG JOKOWI !!! HANCURKAN OLIGARKI PENJAJAH NKRI !!! #GugatPailitAgungSedayu #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Sun Jan 26 00:56:58 +0000 2025;ADILI JOKOWI TANPA KOMPROMI !!! #GugatPailitAgungSedayu #MakzulkanGibranSegera;intoleran
OjolNyambi;Sun Jan 26 00:56:01 +0000 2025;TANGKAP JOKOWI SEGERA !!! #GugatPailitAgungSedayu #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Sun Jan 26 00:52:04 +0000 2025;GANTUNG PENGKHIANAT NEGARA YANG TELAH MENGKAPLING KAPLING LAUT DAN MENJUALNYA KEPADA OLIGARKI !!! #GugatPailitAgungSedayu #GugatPailitAgungSedayu https://t.co/WCeejeKyFY;intoleran
OjolNyambi;Sun Jan 26 00:46:17 +0000 2025;AYO REVOLUSI !! GANYANG JOKOWI AGUAN DAN OLIGARKI PENJAJAH NKRI !!! #GugatPailitAgungSedayu #GugatPailitAgungSedayu https://t.co/8J7uw77xsE;intoleran
OjolNyambi;Sun Jan 26 00:42:28 +0000 2025;TANGKAP AGUAN SEGERA !!! #GugatPailitAgungSedayu #GugatPailitAgungSedayu https://t.co/ZjA0mGWdN1;intoleran
OjolNyambi;Sat Jan 25 16:01:38 +0000 2025;SANGAT LAYAK DIHUKUM MATI !! AYO REVOLUSI GANTUNG JOKOWI !!! #JokowiAguanMafiaTanah #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Sat Jan 25 15:58:53 +0000 2025;REVOLUSI GANTUNG JOKOWI !!! #JokowiAguanMafiaTanah #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Sat Jan 25 15:57:06 +0000 2025;TANGKAP AGUAN !! GANTUNG JOKOWI !!! #JokowiAguanMafiaTanah #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Sat Jan 25 05:34:34 +0000 2025;TERNYATA BUANYAK BANGET ANJING ANJING PENJILATNYA PAK !!! MULAI DARI KROCO KROCO KEPARAT SAMPAI YANG BERPANGKAT AYO REVOLUSI BASMI PENGKHIANAT !!!!! #JokowiAguanMafiaTanah #JokoWidodoPengkhianat #MakzulkanGibranSegera https://t.co/sSCxvrLrOm;intoleran
OjolNyambi;Sat Jan 25 03:38:18 +0000 2025;MAKZULKAN GIBRAN SEGERA !!! #JokowiLuhutMafiaTanah #JokoWidodoPengkhianat;intoleran
OjolNyambi;Sat Jan 25 03:17:02 +0000 2025;USIR TKA CHINA !!! #JokowiLuhutMafiaTanah #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Fri Jan 24 09:03:30 +0000 2025;DIPELIHARA DAN DIDIDIK OLEH NEGARA SAMPAI JADI PEJABAT TERNYATA MALAH JADI PENGKHIANAT !! SEPERTI MENOLONG ANJING KEJEPIT MALAH MENGGIGIT DASAR ANJING !!! #TangkapGantungJokoWidodo #JokoWidodoPengkhianat #MakzulkanGibranSegera https://t.co/Cj7Hf8jUD5;intoleran
OjolNyambi;Fri Jan 24 07:33:00 +0000 2025;AYO REVOLUSI !! GANYANG ABIS DINASTI JOKOWI !!! #TangkapGantungJokoWidodo #JokoWidodoPengkhianat #MakzulkanGibranSegera https://t.co/id0ygI3Cha;intoleran
OjolNyambi;Fri Jan 24 07:25:16 +0000 2025;BANGSA YANG GOBLOK BIN TOLOL ADALAH BANGSA YANG DIAM SAJA DITIPU OLEH BEKAS PRESIDEN PALSU BERIJAZAH PALSU !!! #TangkapGantungJokoWidodo #JokoWidodoPengkhianat #MakzulkanGibranSegera https://t.co/jOKGHhud0C;intoleran
OjolNyambi;Thu Jan 23 08:44:15 +0000 2025;NEGERI YANG DIKUASAI OLEH ANJING ANJING KELAPARAN PENGKHIANAT NEGARA APA YANG TAK BISA ?!?! BAJINGAN TOLOL BIANG ANJINGNYA !!! #BenamkanKaisarAguan #JokoWidodoPengkhianat #MakzulkanGibranSegera https://t.co/RwEfsFGkT1;intoleran
OjolNyambi;Thu Jan 23 08:36:15 +0000 2025;ANJING ANJING KELAPARAN RAKUS GAK KETULUNGAN SAMPAI LAUTPUN DIPERJUAL BELIKAN DASAR PENGKHIANAT NEGARA BAJINGAN !!! #BenamkanKaisarAguan #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Thu Jan 23 03:35:51 +0000 2025;AYO REVOLUSI !! GANYANG JOKOWI !!! #BenamkanKaisarAguan #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Wed Jan 22 17:17:54 +0000 2025;SERET DAN PENJARAKAN JOKOWI !! ADILI DAN HUKUM MATI !!! #KejarKoruptorKeAntartika #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Wed Jan 22 14:31:45 +0000 2025;ANJING BABI BAJINGAN BANGSAT KEPARAT KALIAN SEMUA YANG MENJUAL NEGARA !!! #KejarKoruptorKeAntartika #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Wed Jan 22 14:13:48 +0000 2025;PEJABAT PENJAHAT PAJAK LEBIH BAIK DIHUKUM MATI !!! #KejarKoruptorKeAntartika #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Wed Jan 22 14:09:16 +0000 2025;JOKOWI WAJIB DIHUKUM MATI !!! Joko Widodo Pengkhianat #KejarKoruptorKeAntartika #J #MakzulkanGibranSegera;intoleran
OjolNyambi;Wed Jan 22 13:44:33 +0000 2025;AKAL AKALAN BAJINGAN TOLOL DAN OLIGARKI SERAKAH AJA #KejarKoruptorKeAntartika #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Tue Jan 21 01:13:40 +0000 2025;TANGKAP DAN ADILI !! HUKUM MATI JOKOWI !!! #UsutKorupsiJokowi #JokoWidodoPengkhianat #MakzulkanGibranSegera https://t.co/baPtG1Prap;intoleran
OjolNyambi;Tue Jan 21 00:56:31 +0000 2025;AYO REVOLUSI !! GANYANG DINASTI MALING JOKOWI !!! #UsutKorupsiJokowi #UsutKorupsiJokowi https://t.co/rlNEqIE9j7;intoleran
OjolNyambi;Mon Jan 20 16:10:42 +0000 2025;ANJING ANJING KELAPARAN PENGKHIANAT NEGARA YANG PUNYA KERJA !!! #JokowiKangenDipenjara #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Mon Jan 20 08:53:54 +0000 2025;KELEN PIKIR MEREKA INI PEJABAT ??? MEREKA ADALAH PENJAHAT DAN PENGKHIANAT YANG NYATA !!! #JokowiKangenDipenjara #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Mon Jan 20 08:38:15 +0000 2025;WASPADA YANG KEBERAPA LAGI ??? LEBIH BAIK SUDAHI SAJA GEROMBOLAN PENJAHAT DAN PENGKHIANAT INI ! AYO REVOLUSI !! GANYANG OLIGARKI !!! GANTUNG JOKOWI !!!!! #JokowiKangenDipenjara #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Mon Jan 20 08:23:46 +0000 2025;ADA YANG BERANI MENYANDERA DAN MENGANCAM PENGUASA ??? ORANG GILA ITU HARUS DILAWAN DENGAN CARA YANG LEBIH GILA !! KLO PERLU BUMI HANGUSKAN DAN GANTUNG SEMUA !!! KAN ANDA PENGUASA !!!!! #JokowiKangenDipenjara #JokowiKangenDipenjara #JokoWidodoPengkhianat #MakzulkanGibranSegera https://t.co/mFbBxA7UKd;intoleran
OjolNyambi;Mon Jan 20 08:18:38 +0000 2025;KETIKA YANG TERHORMAT MENJADI YANG TERBANGSAT JATAH RAKYAT MISKINPUN DISIKAT KIRAIN PEJABAT TERNYATA PENJAHAT !!! #JokowiKangenDipenjara #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Mon Jan 20 08:14:59 +0000 2025;DINEGARA INI APA YANG TIDAK BISA PAK ?!?! NEGARA YANG DIKUASAI PARA PENJILAT PENJAHAT DAN PENGKHIANAT KEPARAT !!! AYO REVOLUSI !! SELAMATKAN NKRI !!! #JokowiKangenDipenjara #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Mon Jan 20 01:02:20 +0000 2025;AYO REVOLUSI ! GANYANG OLIGARKI !! GANTUNG JOKOWI !!! #JokowiKangenDipenjara #JokoWidodoPengkhianat #MakzulkanGibranSegera https://t.co/hJkQlqaLa5;intoleran
OjolNyambi;Mon Jan 20 00:59:50 +0000 2025;REVOLUSI GANTUNG JOKOWI !!! #JokowiKangenDipenjara #JokoWidodoPengkhianat #MakzulkanGibranSegera https://t.co/IPqsLvTGDl;intoleran
OjolNyambi;Sun Jan 19 15:41:14 +0000 2025;PENGKHIANAT BANGSAT ! ANJING OLIGARKI KELAPARAN !! BAJINGAN KEPARAT !!! CUMA REVOLUSI YANG BISA MENYELESAIKAN MASALAH NEGARA INI #SavePrabowoGantungJokowi #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Sun Jan 19 13:04:24 +0000 2025;AYO REVOLUSI !! GANYANG OLIGARKI SERAKAH PENJAJAH NKRI !!! #SavePrabowoGantungJokowi #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Sun Jan 19 10:21:57 +0000 2025;ANJING ANJING KELAPARAN MENGGONGONG BERISIK MEMBELA TUANNYA #SavePrabowoGantungJokowi #JokoWidodoPengkhianat;intoleran
OjolNyambi;Sun Jan 19 10:01:38 +0000 2025;MERAPAT MERAPAT MERAPAT... TANGKAP DAN ADILI JOKOWI !! HUKUM MATI !!! #SavePrabowoGantungJokowi #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Sun Jan 19 09:11:32 +0000 2025;HACURKAN OLIGARKI ! GANTUNG JOKOWI !! AYO REVOLUSI !!! #SavePrabowoGantungJokowi #JokoWidodoPengkhianat #MakzulkanGibranSegera https://t.co/wwYDyUpjuQ;intoleran
OjolNyambi;Sun Jan 19 08:59:34 +0000 2025;HEI ORANG ORANG TERSANDERA !! LAWAN DAN PERMALUKAN BAJINGAN TOLOL !!! SAATNYA UNTUK MENJADI MANUSIA MERDEKA !!! #SavePrabowoGantungJokowi #JokoWidodoPengkhianat #MakzulkanGibranSegera https://t.co/W8LGYst1Eo;intoleran
OjolNyambi;Sun Jan 19 06:28:45 +0000 2025;PRESTASI YANG MEMBANGGAKAN BAGI PENJAJAH OLEH KARENA ITU HARUS SEGERA DIBERI PENGHARGAAN GANTUNG JOKOWI !!! #SavePrabowoGantungJokowi #JokoWidodoPengkhianat;intoleran
OjolNyambi;Sun Jan 19 03:43:17 +0000 2025;OLIGARKI ANJING ANJING OLIGARKI KEPARAT NKRI !!! BASMI !!!!! #SavePrabowoGantungJokowi #JokoWidodoPengkhianat;intoleran
OjolNyambi;Sun Jan 19 03:34:31 +0000 2025;MAU CARI SELAMAT KEMANA ?? GANTUNG JOKOWI SEGERA !!! #SavePrabowoGantungJokowi #JokoWidodoPengkhianat;intoleran
OjolNyambi;Sun Jan 19 03:25:44 +0000 2025;SUDAH ADA SURAT HGB NYA ?? KETERLALUAN GOBLOKNYA !! TANGKAP DAN ADILI SEGERA !!! #SavePrabowoGantungJokowi #JokoWidodoPengkhianat;intoleran
OjolNyambi;Sun Jan 19 02:40:55 +0000 2025;BENCANA BESAR KEBANGSAAN LEBIH BAIK DIMUSNAHKAN !! GANTUNG JOKOWI !!! #SavePrabowoGantungJokowi #JokoWidodoPengkhianat https://t.co/UBS2HiTtyA;intoleran
OjolNyambi;Sun Jan 19 02:37:14 +0000 2025;GAK PERLU DIPANGGIL LANGSUNG PECAT HAKIM BANGSAT !! VONISNYA TAK MASUK AKAL SEHAT !!! #SavePrabowoGantungJokowi #JokoWidodoPengkhianat;intoleran
OjolNyambi;Sun Jan 19 02:27:47 +0000 2025;GANTUNG DINASTI MALING !!! #SavePrabowoGantungJokowi #JokoWidodoPengkhianat #MakzulkanGibranSegera https://t.co/0MIYfoScFW;intoleran
OjolNyambi;Sun Jan 19 02:05:31 +0000 2025;BALAS BUDI KEPADA OLIGARKI ADALAH PENGKHIANATAN TERHADAP NKRI !! GANTUNG JOKOWI !!! #SavePrabowoGantungJokowi #JokoWidodoPengkhianat https://t.co/x8wOmbQiFD;intoleran
OjolNyambi;Sun Jan 19 01:47:20 +0000 2025;KALAU HUKUM TAK BERNYALI LEBIH BAIK REVOLUSI !! GANTUNG JOKOWI !!! #SavePrabowoGantungJokowi #JokoWidodoPengkhianat https://t.co/JCHt2FifJL;intoleran
OjolNyambi;Sun Jan 19 01:35:46 +0000 2025;HUKUM MATI JOKOWI HARGA MATI !! TAK ADA KOMPROMI !!! #SavePrabowoGantungJokowi #JokoWidodoPengkhianat #MakzulkanGibranSegera https://t.co/AViVLEKUa8;intoleran
OjolNyambi;Sun Jan 19 01:31:17 +0000 2025;BUZZER BANGSAT ANJING PENJILAT SAMPAH MASYARAKAT TAK PANTAS JADI PEJABAT LEBIH BAIK DISIKAT !!! #SavePrabowoGantungJokowi #JokoWidodoPengkhianat https://t.co/1umoYYLhTu;intoleran
OjolNyambi;Sat Jan 18 19:33:46 +0000 2025;REVOLUSI GANYANG AGUAN DAN JOKOWI !! HANCURKAN OLIGARKI !!! #SatuNegaraDuaPresiden #JokoWidodoPengkhianat #BasmiOligarki;intoleran
OjolNyambi;Sat Jan 18 17:14:43 +0000 2025;HUKUM MATI JOKOWI HARGA MATI !! NO KOMPROMI !!! #SatuNegaraDuaPresiden #JokoWidodoPengkhianat;intoleran
OjolNyambi;Sat Jan 18 16:59:38 +0000 2025;LAWAN AGUAN DAN PREMAN BAYARAN !! KLO PERLU BUMI HANGUSKAN SEKALIAN JANGAN SAMPAI ADA NEGARA DALAM NEGARA !!! #SatuNegaraDuaPresiden #JokoWidodoPengkhianat;intoleran
OjolNyambi;Sat Jan 18 16:42:52 +0000 2025;MANUSIA BAJINGAN RAKUS YANG MENGKAPLING KAPLING LAUT ITU SEBAIKNYA MUSNAHKAN SAJA !! JANGAN BIARKAN MEREKA MERUSAK INDONESIA !!! #SatuNegaraDuaPresiden #JokoWidodoPengkhianat;intoleran
OjolNyambi;Sat Jan 18 10:41:22 +0000 2025;YANG MENGGADAIKAN KEDAULATAN NEGARA ADALAH PENGKHIANAT NEGARA !! TANGKAP DAN ADILI PENGKHIANAT NEGARA !!! HUKUM MATI JOKOWI !!!!! #SatuNegaraDuaPresiden #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Sat Jan 18 07:12:44 +0000 2025;AYO REVOLUSI !! GANYANG JOKOWI !!! #SatuNegaraDuaPresiden #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Sat Jan 18 01:39:09 +0000 2025;PARA BAJINGAN BERPESTA PORA DAN BAGI BAGI JABATAN SEMENTARA RAKYAT MENDERITA KELAPARAN SETAN !!! #SatuNegaraDuaPresiden #SatuNegaraDuaPresiden https://t.co/ZqoUFAabgR;intoleran
OjolNyambi;Sat Jan 18 01:36:10 +0000 2025;SESAMA MALING DILARANG SALING MENDAHULUI MAKSUDNYA ??? #SatuNegaraDuaPresiden #SatuNegaraDuaPresiden https://t.co/EhPAJ5X3XQ;intoleran
OjolNyambi;Fri Jan 17 11:58:07 +0000 2025;GANTUNG AGUAN !!! #NegaraKalahLawanAguan #JokoWidodoPengkhianat;intoleran
OjolNyambi;Fri Jan 17 08:57:45 +0000 2025;ANJING PENJILAT JADI PEJABAT ?? BISA JADI MEREKA KOMPLOTAN ASAM SULFAT #NegaraKalahLawanAguan #JokoWidodoPengkhianat https://t.co/5A5oWKwnBB;intoleran
OjolNyambi;Fri Jan 17 08:36:29 +0000 2025;AYO REVOLUSI !! GANTUNG MATI BEKAS PRESIDEN PALSU IJAZAH PALSU !!! SEKALIAN SAMA ANAKNYA !!!! #NegaraKalahLawanAguan #JokoWidodoPengkhianat https://t.co/Wg5rUkAXwW;intoleran
OjolNyambi;Fri Jan 17 08:15:53 +0000 2025;TAK BERGUNA !! MAKAN GAJI BUTA !!! #NegaraKalahLawanAguan #JokoWidodoPengkhianat https://t.co/9CEUl1DtJ6;intoleran
OjolNyambi;Fri Jan 17 08:14:41 +0000 2025;NEGARA BANCI !! SAMA OLIGARKI TAK BERNYALI JANGAN JANGAN MEREKA TELAH MENJADI ANJING ANJINGNYA OLIGARKI AYO REVOLUSI !!! BASMI ABIS OLIGARKI !!!!! #NegaraKalahLawanAguan #JokoWidodoPengkhianat https://t.co/jrKWH8jEgg;intoleran
OjolNyambi;Fri Jan 17 08:12:11 +0000 2025;KALAU TAK BERNYALI MELAWAN OLIGARKI SERAHKAN KEPADA RAKYAT ! JANGAN IKUT CAMPUR !! AYO REVOLUSI !!!! HANCURKAN OLIGARKI !!!!! #NegaraKalahLawanAguan #JokoWidodoPengkhianat https://t.co/hWXZMm52xg;intoleran
OjolNyambi;Fri Jan 17 04:18:08 +0000 2025;MAKAN BERGIZI GRATIS MENCARI DANA SEPERTI PENGEMIS SAMPAI DANA UMATPUN DIKAIS KAIS SEBENARNYA INI PROGRAM MAKAN BERGIZI GRATIS ATAU PROGARAM MENCARI DANA UMAT GRATIS ?!?! #NegaraKalahLawanAguan #JokoWidodoPengkhianat https://t.co/kWIrlrflQm;intoleran
OjolNyambi;Fri Jan 17 04:06:40 +0000 2025;OLIGARKI ANJING ANJING OLIGARKI SAMA SAMA ANJING !!! #NegaraKalahLawanAguan #JokoWidodoPengkhianat #MakzulkanGibranSegera https://t.co/SNVSkKgaRY;intoleran
OjolNyambi;Fri Jan 17 01:19:29 +0000 2025;NAH GITU DONG... KLO OLIGARKINYA NANTANG DAN AROGAN BUMI HANGUSKAN !!! #NegaraKalahLawanAguan #JokoWidodoPengkhianat https://t.co/y3PFjqP01D;intoleran
OjolNyambi;Thu Jan 16 05:48:13 +0000 2025;YANG SATU PRESIDEN BENERAN YANG SATUNYA LAGI PRESIDEN PRESIDENAN YANG SATU PRESIDEN ASLI IJAZAH ASLI YANG SATUNYA LAGI PRESIDEN PALSU IJAZAH PALSU GANTUNG PRESIDEN PALSU IJAZAH PALSU !!! #JokowiPredatorAPBN #JokoWidodoPengkhianat #MakzulkanGibranSegera;intoleran
OjolNyambi;Thu Jan 16 02:07:20 +0000 2025;PENJAHAT PAJAK SOK BIJAK BICARA TAAT PAJAK DASAR TAK PUNYA OTAK !!! #JokowiPredatorAPBN #JokoWidodoPengkhianat #MakzulkanGibranSegera https://t.co/twAYKuFz7C;intoleran
H4T14K4LN4L42;Mon Jan 27 15:33:18 +0000 2025;Manusia jika sudah kekenyangan hasil menipu memeras hak orang lain maka yg benar disalahkan yg salah dijunjung setinggi langit moga² nih orang jadi orang ideot selamanya. Orang² ternakan selalu bertindak dalam kebodohan. https://t.co/zwrqDBRxEk;intoleran
H4T14K4LN4L42;Mon Jan 27 15:28:31 +0000 2025;Boleh Korupsi asal santun Kata @prabowo Apa bedanya korupsi dengan nyolong ... ? tanpa pemberitahuan pemiliknya. Apakah bagian dari prilaku santun ...? Pikiran sempit ...! https://t.co/xn1bJlsMtJ;intoleran
H4T14K4LN4L42;Mon Jan 27 15:03:42 +0000 2025;Ini benar atau hanya omon² Ala Jokowi pak @prabowo Jika benar sudah sepantasnya lurah khohod dan jajaran yg terlibat di berhentikan tapi hingga saat ini tak ada kejelasan hukum. https://t.co/ciVP6h3i3B;intoleran
H4T14K4LN4L42;Mon Jan 27 14:52:54 +0000 2025;Ini pulau Pari dihancurkan ekosistemnya oleh oligarki era Jokowi perusak lingkungan harus di adili di era @prabowo @Gerindra @DPR_RI ternakan oligarki Jokowi harus menghapus UU cipta kerja dan omnimbuslaw yg buat kebijakan merusak lingkungan dan ekonomi bangsa https://t.co/IBtA07UTcR;intoleran
